Bib_ids,Title,Author10,Author11,Author12,Author20,Author21,Author22,Author23,Author24,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,DDC,DDC1,DDC2,Publisher,Publish_year,Lang,Time_create
383,Giáo trình Ngôn ngữ lập trình C++,Vũ Việt Vũ,-1,-1,Phùng Thị Thu Hiền,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Ngôn ngữ C++,Ngôn ngữ lập trình,-1,-1,-1,005133,0,005,khoahọcvàkỹthuật,7,-1,1715834396
384,Giáo trình nguyên lý hệ điều hành,Hồ Đắc Phương,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hệ điều hành,Hoạt động,Nguyên lí,-1,-1,00543,0,005,giáodục,8,-1,1715834396
385,Giáo trình nguyên lý và nghiệp vụ ngân hàng thương mại,Nguyễn Văn Tiến,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiệp vụ ngân hàng,-1,-1,-1,-1,33212,3,332,thốngkê,10,-1,1715834396
386,Giáo trình pháp luật đại cương,Nguyễn Thanh Thủy,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Pháp luật,Việt Nam,-1,-1,-1,349597,3,349,giáodục,7,-1,1715834396
387,Giáo trình phương pháp điều tra và khảo sát :,Nguyễn Thị Tuyết Mai,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,khảo sát,pháp điều tra,-1,-1,-1,333,3,333,đạihọckinhtếquốcdân,9,-1,1715834396
388,Giáo trình phương pháp luận nghiên cứu khoa học,Vũ Cao Đàm,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu khoa học,Phương pháp luận,-1,-1,-1,0014,0,001,giáodục,6,-1,1715834396
389,Giáo trình quản lý học,Nguyễn Thị Ngọc Huyền,-1,-1,Đoàn Thị Thu Hà,Đỗ Thị Hải Hà,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Quản lý học,-1,-1,-1,-1,6584,6,658,đạihọckinhtếquốcdân,6,-1,1715834396
390,Giáo trình Quản trị bán hàng,Vũ Minh Đức,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Bán hàng,Quản trị,-1,-1,-1,65881,6,658,đạihọckinhtếquốcdân,6,-1,1715834396
391,Giáo trình quản trị doanh nghiệp,Ngô Kim Thanh,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Quản trị doanh nghiệp,-1,-1,-1,-1,658,6,658,đạihọckinhtếquốcdân,11,-1,1715834396
392,Giáo trình Quản trị marketing,Trương Đình Chiến,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Bí quyết thành công,Chiến lược kinh doanh,Tiếp thị,-1,-1,658802,6,658,đạihọckinhtếquốcdân,11,-1,1715834396
393,Giáo trình quản trị ngân hàng thương mại :,Nguyễn Văn Tiến,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Giáo trình,Ngân hàng thương mại,Quản trị,-1,-1,33212,3,332,thốngkê,9,-1,1715834396
394,Giáo trình quản trị tác nghiệp,-1,-1,-1,Nguyễn Kế Nghĩa,Lê Phan Hòa,Trần Mạnh Linh,Bùi Cẩm Vân,Nguyễn Thành Hiếu,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Quản trị tác nghiệp,-1,-1,-1,-1,658,6,658,đạihọckinhtếquốcdân,6,-1,1715834396
395,Giáo trình quản trị văn phòng,-1,-1,-1,Nguyễn Ngọc Điệp,Trần Phương Hiền,Vũ Hùng Phương,Nguyễn Thành Độ,Nguyễn Thị Thảo,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Quản trị,Văn phòng,-1,-1,-1,6513,6,651,đạihọckinhtếquốcdân,12,-1,1715834396
396,Giáo trình Tài chính doanh nghiệp,Vũ Duy Hào,-1,-1,Trần Minh Tuấn,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Tài chính doanh nghiệp,-1,-1,-1,-1,3386041,3,338,đạihọckinhtếquốcdân,5,-1,1715834396
397,Giáo trình Tài chính quốc tế,Nguyễn Văn Tiến,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Tài chính quốc tế,-1,-1,-1,-1,332042,3,332,thốngkê,6,-1,1715834396
398,Giáo trình thanh toán quốc tế và tài trợ ngoại thương,Nguyễn Văn Tiến,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Giáo trình,Ngoại thương,Thanh toán quốc tế,-1,-1,3321,3,332,laođộng,8,-1,1715834396
399,Giáo trình thiết kế hệ thống điều hoà không khí,Nguyễn Đức Lợi,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Điều hoà không khí,Thiết kế,-1,-1,-1,6215,6,621,giáodục,5,-1,1715834396
