Bib_ID,item_barcode,"Nhan đề","Tác giả","Nhà xuất bản","Năm xuất bản"
4700,000016088,"Thiết kế và xuất bản trang web với HTML 6 trong 1 /  Todd Stauffer; Trương Công Lộc, Mai Hoàng Quý","Stauffer, Todd","Thống kê,",2000
4701,000006033,"Kinh tế học vĩ mô : Giáo trình dùng trong các trường đại học, cao đẳng khối kinh tế / Bộ Giáo dục và Đào tạo","Bộ Giáo dục và Đào tạo","Giáo dục,",2003
4702,000006228,"Kế toán đại cương /  Nguyễn Việt","Nguyễn, Việt","Thống kê,",2001
4703,000006235,"Kinh tế vi mô /  Lê Thế Giới ... [và những người khác]",,"Kinh tế quốc dân,",2006
4704,000006236,"Cẩm nang thị trường ngoại hối và các giao dịch kinh doanh ngoại hối /  Nguyễn Văn Tiến","Nguyễn, Văn Tiến","Thống kê,",2006
4705,000017303,"Ứng dụng mã nguồn mở : Word trong Linux. Nguyễn Thiên Bằng, Phương Lan, Đoàn Thiên Ngân","Nguyễn, Thiên Bằng","Lao động - Xã hội,",2006
4706,000016161,"Lập trình ứng dụng Web Internet và mạng không dây.  Lê Tấn Hùng, ... [và nhứng người khác]",,"Khoa học và kỹ thuật,",2006
4707,000017329,"Microsoft Access 2000 lập trình ứng dụng cơ sở dữ liệu.  Nguyễn Đình Tê ... [và những người khác]",,"Giáo dục,",2001
4708,000006130,"Chế độ kế toán doanh nghiệp nhỏ và vừa : Ban hành theo Quyết định số 48/2006/ QD BTC ngày 14/9/2006 của Bộ trưởng Bộ Tài chính. / Bộ Tài chính","Bộ Tài chính","Tài chính,",2009
4709,000006125,"Nguyên tắc kế toán /  Belverd E. Needles Jr., ... [và những người khác]",,"Thống kê,",2003
4710,000017320,"Những điều cốt yếu mà người sữ dụng máy vi tính cần phải biết Tìm và hộ trợ windows nt workstion /  Nguyễn Thế Hùng; Cadasa","Nguyễn, Thế Hùng","Thống kê,",2001
4711,000017319,"Những điều cốt yếu mà người sữ dụng máy vi tính cần phải biết Các máy in và các máy tính notebook /  Nguyễn Thế Hùng; Cadasa","Nguyễn, Thế Hùng","Thống kê,",2001
4712,000017007,"Đồ họa máy tính /  Minh Hoàng, Châu Ngọc","Minh Hoàng","Đà Nẵng,",2002
4713,000017337,"Cẩm nang sửa chữa và nâng cấp máy tính cá nhân.  Nguyễn Văn Khoa","Nguyễn, Văn Khoa","Thống kê,",2001
4714,000006267,"Bán hàng và quản trị bán hàng /  David Jobber, Geoff Lancaster; Trần Đình Hải","Jobber David","Thống kê,",2002
4715,000016209,"Hướng dẫn sử dụng Microsoft Outlook 2002 /  Lữ Đức Hào","Lữ, Đức Hào","Thống kê,",2002
4716,000016207,"Nhập môn thiết kế Web và Email : Căn bản cho người mới bắt đầu / Nguyễn Xuân Phong","Nguyễn, Xuân Phong","Thanh niên,",2001
4717,000016247,"Đồ họa máy tính và mô hình hóa hình học /  Vera B.Anand, Nguyễn Hữu Lộc dịch","Vera B. Anand","Nxb. Tp. Hồ Chí Minh,",2000
4718,000016264,"Vẽ, lắp ráp, mô phỏng chuyển động và gia công khuôn với Solidworks 2004 và Pro Engineer 2001 : Phần nâng cao / Phạm Quang Huy, Phùng Thị Nguyệt, Phạm Quang Hiển","Phạm, Quang Huy","Giao thông Vận tải,",2005
4719,000017038,"Xây dựng trang Web động với ASP /  Nhóm tác giả Elicom","Nhóm tác giả Elicom","Thống kê,",2001
4720,000017034,"JavaScript : Thiết kế trang web chuyên nghiệp bằng các kỹ thuật và chương trình mới nhất. Lê Minh Trí","Lê, Minh Trí","Nxb. Trẻ,",2000
4721,000006358,"Sổ tay công nghệ chế tạo máy.  Nguyễn Đắc Lộc ... [và những người khác]",,"Khoa học và kỹ thuật,",2006
4722,000006356,"Sổ tay công nghệ chế tạo máy.  Nguyễn Đắc Lộc ... [và những người khác]",,"Khoa học và kỹ thuật,",2005
4723,000006352,"Sổ tay công nghệ chế tạo máy.  Nguyễn Đắc Lộc ... [và những người khác]",,"Khoa học và kỹ thuật,",2006
4724,000006346,"Sổ tay công nghệ chế tạo máy.  Nguyễn Đắc Lộc ... [và những người khác]",,"Khoa học và kỹ thuật,",2010
4725,000006296,"Bài tập thống kê /  Đặng Hùng Thắng","Đặng, Hùng Thắng","Giáo dục,",2010
4726,000017414,"Ngôn ngữ lập trình C++ dành cho sinh viên : Phần Lý thuyết / Tống Đình Quỳ","Tống, Đình Quỳ","Thống kê,",2000
4727,000006299,"Luật doanh nghiệp và các văn bản hướng dẫn thi hành /  Viện nghiên cứu quản lý kinh tế trung ương","Viện nghiên cứu quản lý kinh tế trung ương","Tài chính,",2006
4728,000017406,"Hướng dẫn tỉ mĩ, rất trực quan, tạo nền tảng vững chắc cho kiến thức về atuCAD. 2 tập AutoCAD R14.  Bùi Kiến Quốc","Bùi, Kiến Quốc","Thống kê,",2000
4729,000017400,"Ngôn ngữ lập trình Delphi 5.  ",Elicom,"Thống kê,",2001
4730,000016248,"Lập trình ghép nối máy tính trong Windows /  Ngô Diên Tập","Ngô, Diên Tập","Khoa học và kỹ thuật,",2005
4732,000017432,"Vi tính thật là đơn giản : 486 mẹo vặt khi sử dụng máy tính. Dương Mạnh Hùng","Dương, Mạnh Hùng","Văn hóa thông tin,",2002
4733,000016286,"Lotus notes 5 : Hướng dẫn sử dụng nhanh và dễ hiểu / Lê Minh Trí","Lê, Minh Trí","Nxb. Trẻ,",2001
4735,000017424,"Vi tính thật là đơn giản : 669 thắc mắc khi sử dụng máy tính hướng dẫn cài các hệ điều hành windows và một số phần mềm ứng dụng khác. Dương Mạnh Hùng","Dương, Mạnh Hùng","Văn hóa thông tin,",2002
4736,000006447,"Lý thuyết điều khiển tự động thông thường và hiện đại.  Nguyễn Thương Ngô","Nguyễn, Thương Ngô","Khoa học và kỹ thuật,",2006
4737,000017423,"Hướng dẫn sử dụng flash 5.0 : Nhanh và dễ. Phạm Quang Huy, Phạm Quang Hiển, Hồ Chí Hòa","Phạm, Quang Huy","Thống kê,",2001
4738,000006327,"Nghiệp vụ kinh doanh xuất nhập khẩu /  Trần Hòe","Trần, Hòe","Kinh tế quốc dân,",2007
4739,000016279,"Trí tuệ nhân tạo mạng Nơron : Phương pháp và ứng dụng / Nguyễn Đình Thúc, Hoàng Đức Hải","Nguyễn, Đình Thúc","Giáo dục,",2000
4740,000016274,"Hướng dẫn thực hành Internet Explorer 5.5 và Thiết kế trang web với HTML bằng hình  ","Trương, Quang Thiện","Thống kê,",2000
4741,000016270,"Hỏi đáp về nâng cấp và sửa chữa máy tính /  Trịnh Anh Toàn","Trịnh, Anh Toàn","Thanh niên,",2001
4743,000006605,"Bảo dưỡng và thử nghiệm thiết bị trong hệ thống điện /  Lê Văn Doanh, ... [và những người khác]",,"Khoa học và kỹ thuật,",2000
4744,000017076,"Microsoft FrontPage 2000 toàn tập : Ứng dụng tin học phổ thông / Nguyễn Trường Sinh, Nguyễn Vân Dung, Hoàng Đức Hải","Nguyễn, Trường Sinh","Giáo dục,",2000
4745,000007004,"Mạng truyền thông công nghiệp /  Hoàng Minh Sơn","Hoàng, Minh Sơn","Khoa học và kỹ thuật,",2007
4746,000017526,"PL/SQL oracle.  Nguyễn Ngọc Minh, Đoàn Thiện Ngân, Hoàng Đức Hải","Nguyễn, Ngọc Minh","Thống kê,",2006
4747,000017525,"Lập trình CSDL với visual basic 2005 và ado.net 2.0 /  Nguyễn Thiên Bằng, Phương Lan","Nguyễn, Thiên Bằng","Xã hội,",2007
4748,000007069,"Tự động hóa thiết kế cơ khí /  Trịnh Chất, Trịnh Đồng Tính","Trịnh, Chất","Khoa học và kỹ thuật,",2005
4749,000017521,"Hướng dẫn sử dụng adobe photoshop CS2 (9.0) : Từ căn bản đến nâng cao / Hoàng Nguyên, Công sơn","Hoàng, Nguyên","Nxb. Đồng Nai,",2005
4750,000006848,"Cơ học kết cấu.  Lều Thọ Trình","Lều, Thọ Trình","Khoa học và kỹ thuật,",2010
4751,000017099,"Hợp ngữ và lập trình ứng dụng.  Tống Văn On, Hoàng Đức Hải","Tống, Văn On","Giáo dục,",2001
4752,000006844,"Gia công tia lửa điện CNC /  Vũ Hoài Ân","Vũ, Hoài Ân","Khoa học và kỹ thuật,",2005
4753,000017543,"Internet những địa chỉ cần biết : Giáo dục - văn hóa - nghệ thuật. Elicom",Elicom,"Thống kê,",2001
4754,000017541,"Internet những địa chỉ bạn cần biết : Du lịch - Giải trí - Thể thao. Elicom",Elicom,"Thống kê,",2001
4755,000017091,"Tự học lập trình cơ sở dữ liệu với Visual Basic 6 trong 21 ngày.  Nguyễn Đình Tê... [và những người khác]",,"Giáo dục,",2001
4756,000017565,"Thương mại điện tử với VB, SQL 7.0, ASP, MTS.  Đại học bách khoa Hà Nội","Đại học Bách khoa Hà Nội","Thống kê,",2002
4757,000017122,"Kỹ thuật lập trình ứng dụng chuyên nghiệp Visual Basic.net.  Phạm Hữu Khang, Phương Lan, Hoàng Đức Hải","Phạm, Hữu Khang","Lao động - Xã hội,",2002
4758,000017558,"Lập trình bằng ngôn ngữ Assembly cho máy tính PC - IBM /  Nguyễn Mạnh Giang","Nguyễn, Mạnh Giang","Giáo dục,",2000
4759,000017149,"AutoCAD R14.  Bùi Kiến Quốc","Bùi, Kiến Quốc","Thống kê,",2000
4760,000017147,"AutoCAD R14.  Bùi Kiến Quốc","Bùi, Kiến Quốc","Thống kê,",2001
4761,000016402,"Kỹ thuật lập trình ứng dụng C#. Net toàn tập.  Phương Lan, Hoàng Đức Hải, Phan Hữu Khang","Phương Lan","Lao động - Xã hội,",2002
4764,000016466,"Internet những địa chỉ bạn cần biết : Du lịch - Giải trí - Thể thao. Elicom",Elicom,"Thống kê,",2001
4765,000006906,"Dung sai và lắp ghép /  Ninh Đức Tốn","Ninh, Đức Tốn","Giáo dục,",2003
4766,000006907,"Dung sai và lắp ghép /  Ninh Đức Tốn","Ninh, Đức Tốn","Giáo dục,",2007
4767,000006971,"Tính toán thiết kế hệ dẫn động cơ khí.  Trịnh Chất, Lê Văn Uyển","Trịnh, Chất","Giáo dục,",2010
4768,000006966,"Mastercam phầm mềm thiết kế công nghệ CAD/CAM điều khiển các máy CNC /  Trần Vĩnh Hưng; Trần Ngọc Hiền","Trần, Vĩnh Hưng","Khoa học và kỹ thuật,",2011
4769,000017245,"Vi tính thật là đơn giản : 669 thắc mắc khi sử dụng máy tính hướng dẫn cài các hệ điều hành windows và một số phần mềm ứng dụng khác. Dương Mạnh Hùng","Dương, Mạnh Hùng","Văn hóa thông tin,",2002
4770,000006939,"Hướng dẫn thiết kế đồ án công nghệ chế tạo máy /  Nguyễn Đắc Lộc, Lưu Văn Nhang","Nguyễn, Đắc Lộc","Khoa học và kỹ thuật,",2006
4771,000007127,"Gia công tia lửa điện CNC /  Vũ Hoài Ân","Vũ, Hoài Ân","Khoa học và kỹ thuật,",2007
4772,000017205,"Thực hành xử lý nhanh văn bảng với microsoft word 2002 /  Lữ Đức Hào","Lữ, Đức Hào","Thống kê,",2002
4773,000017203,"Ngôn ngữ lập trình C : Học và sử dụng / Dương Tử Cường","Dương, Tử Cường","Khoa học và kỹ thuật,",2000
4775,000007102,"101 mạch ứng dụng điện tử - kỹ thuật số /  Đỗ Kim Bằng","Đỗ, Kim Bằng","Lao động - Xã hội,",2005
4776,000016912,"Hướng dẫn tự học Revit Architecture 2008 : Thiết kế và xây dựng mô hình nhà chuyên nghiệp trong môi trường 2D &amp; 3D. Trần Nguyễn Hoài Linh","Trần, Nguyễn Hoài Linh","Hồng Đức,",2009
4777,000016803,"Làm chủ Windows Server 2003.  Phạm Hoàng Dũng, Hoàng Đức Hải","Phạm, Hoàng Dũng","Thống kê,",2007
4778,000016797,"Từ điển công nghệ thông tin điện tử viễn thông Anh - Việt : Khoảng 30000 thuật ngữ, có giải thích và minh họa / Nguyễn Ái ... [và những người khác]",,"Khoa học và kỹ thuật,",2000
4779,000016613,"Cơ sở đồ họa /  Nguyễn Văn Khoa","Nguyễn, Văn Khoa","Giao thông Vận tải,",2006
4780,000007183,"Cơ học kết cấu.  Lều Thọ Trình","Lều, Thọ Trình","Khoa học và kỹ thuật,",2000
4781,000007317,"Bài tập kỹ thuật điện : Tóm tắt lý thuyết, 96 bài tập đã giải, 152 bài tập và câu hỏi trắc nghiệm có đáp án / Đặng Văn Đào, Lê Văn Doanh","Đặng, Văn Đào","Giáo dục,",2011
4782,000016812,"Kỹ thuật ghép nối máy vi tính.  Nguyễn Mạnh Giang","Nguyễn, Mạnh Giang","Giáo dục,",2006
4784,000016655,"Visual basic programming with the windows API /  Chris H.Pappas, William H.Murray","Chris H.Pappas, ","Prentice-Hall,",1998
4785,000016677,"Thiết kế ảnh ba chiều với Autodesk Viz 2005 : Tin học phổ thông / Nguyễn Ngọc Tuấn, Hồng Phúc","Nguyễn, Ngọc Tuấn","Thống kê,",2005
4786,000016867,"Bách khoa toàn thư mạng /  Nguyễn Văn Hoàng ... [và những người khác]",,"Thống kê,",2001
4788,000016866,"Tăng cường công tác thông tin tuyên truyền phòng ngừa chống vi phạm trên mạng internet /  Hoàng Thanh Nam, Nguyễn Tuấn Anh, Nguyễn Quốc Toàn","Hoàng, Thanh Nam","Thông tin và truyền thông,",2017
4789,000016864,"Tuyên truyền, phổ biến và nâng cao nhận thức về công tác đảm bảo an toàn thông tin mạng /  Nguyễn Tuấn Anh, Hoàng Thanh Nam, Nguyễn Quốc Toàn","Nguyễn, Tuấn Anh","Thông tin và truyền thông,",2016
4792,000007364,"Cơ sở kỹ thuật CNC tiện và phay /  Vũ Hoài Ân","Vũ, Hoài Ân","Khoa học và kỹ thuật,",2009
4793,000016771,"Xây dựng và triển khai ứng dụng thương mại điện tử.  Phạm Hữu Khang, Hoàng Đức Hải, Phương Lan","Phạm, Hữu Khang","Lao động - Xã hội,",2005
4794,000016770,"Vi tính thật là đơn giản : 486 mẹo vặt khi sử dụng máy tính. Dương Mạnh Hùng","Dương, Mạnh Hùng","Văn hóa thông tin,",2005
4795,000016769,"Vi tính thật là đơn giản : 899 hướng dẫn cài đặt windows cùng một số phần mềm ứng dụng khác. Dương Mạnh Hùng","Dương, Mạnh Hùng","Văn hóa thông tin,",2005
4796,000016794,"Nguyên lý các hệ cơ sở dữ liệu phân tán.  M.Tamer Ozsu, Pattrick Valduriez; Trần Đức Quang biên dịch","M.Tamer Ozsu","Thống kê,",2000
4797,000016793,"Hướng dẫn thiết kế website cho người khiếm thị /  Vũ Thị Hương Giang, Nguyễn Thị Thu Trang","Vũ, Thị Hương Giang","Bách Khoa,",2015
4798,000016783,"Từng bước khám phá an ninh mạng Hack Internet Os và bảo mật.  Vũ Đình Cường, Phương Lan","Vũ, Đình Cường","Lao động - Xã hội,",2008
4799,000007562,"Bài tập cơ học.  Đỗ Sanh, Lê Doãn Hồng","Đỗ, Sanh","Giáo dục,",2007
4801,000016891,"Cơ sở dữ liệu : Lý thuyết và thực hành / Nguyễn Bá Tường","Nguyễn, Bá Tường","Khoa học và kỹ thuật,",2001
4802,000007609,"Mạch điện ứng dụng /  Nguyễn Đức Ánh","Nguyễn, Đức Ánh","Nxb. Trẻ,",2005
4803,000007606,"Mạch điện lý thú /  Nguyễn Đức Ánh","Nguyễn, Đức Ánh","Giáo dục,",2005
4804,000016882,"Quản trị Windows Server 2008.  Tô Thanh Hải, Phương Lan","Tô, Thanh Hải","Phương Đông,",2009
4805,000007630,"Sổ tay thiết kế cơ khí.  Hà Văn Vui, Nguyễn Chỉ Sáng, Phan Đăng Phong","Hà, Văn Vui","Khoa học và kỹ thuật,",2006
4806,000007576,"Hướng dẫn tự lắp ráp 100 mạch điện - điện tử /  Châu Ngọc Thạch, Trịnh Xuân Thu","Châu, Ngọc Thạch","Khoa học và kỹ thuật,",2011
4808,000007656,"Bài tập vẽ kỹ thuật cơ khí.  Trần Hữu Quế, Nguyễn Văn Tuấn","Trần, Hữu Quế","Giáo dục,",2007
4809,000007574,"Hướng dẫn đọc sơ đồ mạch điện /  Trần Thế San, Tăng Văn Mùi","Trần, Thế San","Khoa học và kỹ thuật,",2011
4810,000016984,"Trí tuệ nhân tạo : Các cấu trúc và chiến lược giải quyết vấn đề. F.Luger George, ..[và những người khác]",,"Thống kê,",2001
4811,000007572,"Thiết kế xây dựng mạch điện quanh ta.  Tăng Văn Mùi, Trần Duy Nam","Tăng, Văn Mùi","Khoa học và kỹ thuật,",2011
4812,000007570,"Thiết kế xây dựng mạch điện quanh ta.  Tăng Văn Mùi, Trần Duy Nam","Tăng, Văn Mùi","Khoa học và kỹ thuật,",2011
4814,000007644,"Vẽ kỹ thuật cơ khí.  Trần Hữu Quế, Đặng Văn Cứ, Nguyễn Văn Tuấn","Trần, Hữu Quế","Giáo dục,",2007
4815,000007695,"Vẽ kỹ thuật cơ khí.  Trần Hữu Quế","Trần, Hữu Quế","Giáo dục,",2005
4816,000007690,"Vẽ kỹ thuật cơ khí.  Trần Hữu Quế, Đặng Văn Cứ, Nguyễn Văn Tuấn","Trần, Hữu Quế","Giáo dục,",2007
4817,000007686,"Chi tiết máy.  Nguyễn Trọng Hiệp",,"Giáo dục,",2008
4818,000007540,"Gia công cơ khí.  Nguyễn Trọng Bình, Lưu Quang Huy","Nguyễn, Trọng Bình","Khoa học và kỹ thuật,",2005
4819,000007763,"Sổ tay thiết kế cơ khí.  Hà Văn Vui, Nguyễn Chỉ Sáng, Phan Đăng Phong","Hà, Văn Vui","Khoa học và kỹ thuật,",2006
4820,000007748,"Nguyên lý máy /  Đinh Gia Tường, Tạ Khánh Lâm","Đinh, Gia Tường","Khoa học và kỹ thuật,",2007
4821,000007747,"Nguyên lý máy.  Đinh Gia Tường, Tạ Khánh Lâm","Đinh, Gia Tường","Giáo dục,",2006
4822,000007943,"Kỹ thuật mạch điện tử /  Phạm Minh Hà","Phạm, Minh Hà","Khoa học và kỹ thuật,",2006
4823,000007954,"Hướng dẫn thiết kế đồ án công nghệ chế tạo máy /  Nguyễn Đắc Lộc, Lưu Văn Nhang","Nguyễn, Đắc Lộc","Khoa học và kỹ thuật,",2009
4824,000007966,"Bài tập cơ sở kỹ thuật mạch điện và điện tử.  Hồ Văn Sung","Hồ, Văn Sung","Giáo dục,",2010
4825,000007846,"Cơ sở thiết kế máy và chi tiết máy /  Trịnh Chất","Trịnh, Chất","Khoa học và kỹ thuật,",2008
4826,000008039,"Lý thuyết điều khiển tự động thông thường và hiện đại.  Nguyễn Thương Ngô","Nguyễn, Thương Ngô","Khoa học và kỹ thuật,",2009
4827,000008033,"Tối ưu hóa.  Bùi Minh Trí","Bùi, Minh Trí","Khoa học và kỹ thuật,",2006
4828,000007999,"Lý thuyết điều khiển tự động thông thường và hiện đại.  Nguyễn Thương Ngô","Nguyễn, Thương Ngô","Khoa học và kỹ thuật,",2009
4829,000007994,"Máy điện.  Vũ Gia Hanh ... [và những người khác]",,"Khoa học và kỹ thuật,",2006
4831,000008066,"Kỹ thuật điện /  Bùi Hải, Trần Thế Sơn","Bùi, Hải","Khoa học và kỹ thuật,",2002
4833,000008053,"Cơ học 1 /  J. P. Duraandeau","Duraandeau, J. P.","Giáo dục,",2007
4834,000008050,"Cơ học 2 /  J. P. Duraandeau","Duraandeau, J. P.","Giáo dục,",2007
4835,000008012,"Cơ sở kỹ thuật mạch điện và điện tử.  Hồ Văn Sung","Hồ, Văn Sung","Giáo dục,",2010
4836,000017268,"Tin học thực hành hướng dẫn sử dụng adobe photoshop CS2 (9.0) /  Nguyễn Hoàng Lâm","Nguyễn, Hoàng Lâm","Nxb. Đồng Nai,",2005
4837,000008360,"Tự học lập trình Visual C++ qua các chương trình mẫu : Lập trình với các điều khiển, lập trình cơ sở dữ liệu sử dụng ODBC và ADO / Đậu Quang Tuấn","Đậu, Quang Tuấn","Giao thông Vận tải,",2007
4838,000014516,"Nguyên lý máy.  Đinh Gia Tường, Tạ Khánh Lâm","Đinh, Gia Tường","Giáo dục,",2007
4839,000014015,"Kỹ thuật đo.  Nguyễn Trọng Hùng, Ninh Đức Tốn","Nguyễn, Trọng Hùng","Giáo dục,",2005
4840,000014500,"Nguyên lý động cơ đốt trong /  Nguyễn Thành Lương","Nguyễn, Thành Lương","Khoa học và kỹ thuật,",2007
4841,000014111,"Hệ thống điều khiển số cho máy công cụ : Cấu trúc - chức năng - lập trình - vận hành / Tạ Duy Liêm","Tạ, Duy Liêm","Khoa học và kỹ thuật,",1999
4842,000014536,"Bảo dưỡng và thử nghiệm thiết bị trong hệ thống điện /  Lê Văn Doanh ... [và những người khác]",,"Khoa học và kỹ thuật,",2006
4843,000014121,"Sổ tay công nghệ chế tạo máy.  Nguyễn Đắc Lộc ... [và những người khác]",,"Khoa học và kỹ thuật,",2006
4844,000014573,"Máy điện I /  Vũ Gia Hanh ... [và những người khác]",,"Khoa học và kỹ thuật,",2001
4845,000014034,"Sổ tay công nghệ chế tạo máy.  Nguyễn Đắc Lộc ... [và những người khác]",,"Khoa học và kỹ thuật,",2007
4846,000014212,"Kỹ thuật sửa chữa ô tô và động cơ nổ hiện đại.  Nguyễn Oanh","Nguyễn, Oanh","Tổng hợp TP HCM,",2004
4847,000014243,"Mạch điện lý thú /  Nguyễn Đức Ánh","Nguyễn, Đức Ánh","Văn hóa thông tin,",2004
4848,000014561,"Lý thuyết điều khiển tự động hệ tuyến tính /  Nguyễn Thương Ngô","Nguyễn, Thương Ngô","Khoa học và kỹ thuật,",2000
4849,000014555,"Kỹ thuật sửa chữa ô tô và động cơ nổ hiện đại.  Nguyễn Oanh","Nguyễn, Oanh","Giao thông Vận tải,",2006
4850,000014582,"Dung sai lắp ghép và chuỗi kích thước /  Hà Văn Vui","Hà, Văn Vui","Khoa học và kỹ thuật,",2006
4851,000015499,"Chi tiết máy.  Nguyễn Trọng Hiệp",,"Giáo dục,",2008
4852,000014332,"Bài tập vẽ kỹ thuật /  Trần Hữu Quế","Trần, Hữu Quế","Giáo dục,",2005
4853,000014330,"Atlas đồ gá /  Trần Văn Địch","Trần, Văn Địch","Khoa học và kỹ thuật,",2006
4854,000015094,"Kỹ thuật sửa chữa ô tô và động cơ nổ hiện đại.  Nguyễn Oanh","Nguyễn, Oanh","Tổng hợp TP HCM,",2006
4855,000014345,"Cơ sở kỹ thuật điện tử số /  Vũ Đức Thọ; Đỗ Xuân Thụ","Vũ, Đức Thọ","Giáo dục,",2001
4856,000015490,"Phân tích mạch điện tử /  Đỗ Huy Giác, Trịnh Đình Cường","Đỗ, Huy Giác","Khoa học và kỹ thuật,",2004
4857,000015534,"Bài tập cơ học kết cấu.  Lều Thọ Trình, Nguyễn Mạnh Yên","Lều, Thọ Trình","Khoa học và kỹ thuật,",2000
4858,000015531,"Cơ học kết cấu.  Lều Thọ Trình","Lều, Thọ Trình","Khoa học và kỹ thuật,",2000
4859,000014683,"Cẩm nang cơ khí : Nguyên lý thiết kế. P. I Orlôp; Võ Trần Khúc Nhã","Orlôp, P","Nxb. Hải Phòng,",2003
4860,000014417,"Trang bị điện - điện tử máy gia công kim loại /  Nguyễn Mạnh, Vũ Quang Hồi, Nguyễn Văn Liễn","Nguyễn, Mạnh Tiến","Giáo dục,",2007
4861,000015521,"Vi xử lý trong đo lường và điều khiển /  Ngô Diên Tập","Ngô, Diên Tập","Khoa học và kỹ thuật,",2004
4862,000015520,"Đồ gá cơ khí hóa và tự động hóa /  Lê Văn Tiến, Trần Văn Địch, Trần Xuân Việt","Lê, Văn Tiến","Khoa học và kỹ thuật,",1999
4863,000014696,"Tính toán thiết kế hệ dẫn động cơ khí.  Trịnh Chất, Lê Văn Uyển","Trịnh, Chất","Giáo dục,",2003
4864,000015513,"Mạng lưới điện - Tính chế độ xác lập của các mạng và hệ thống điện phức tạp /  Nguyễn Văn Đạm","Nguyễn, Văn Đạm","Khoa học và kỹ thuật,",2001
4865,000014698,"Tính toán thiết kế hệ dẫn động cơ khí.  Trịnh Chất, Lê Văn Uyển","Trịnh, Chất","Giáo dục,",2005
4866,000014470,"Cơ sở lý thuyết truyền tin.  Đặng Văn Chuyết; Nguyễn Tuấn Anh","Đặng, Văn Chuyết","Giáo dục,",2000
4867,000014461,"Máy điện II /  Vũ Gia Hanh, ... [và những người khác]",,"Khoa học và kỹ thuật,",2001
4868,000014460,"Lý thuyết điều khiển tự động hiện đại : Điều khiển tối ưu, điều khiển thích nghi / Nguyễn Thương Ngô","Nguyễn, Thương Ngô","Khoa học và kỹ thuật,",1999
4869,000015090,"Lưới điện và hệ thống điện.  Trần Bách","Trần, Bách","Khoa học và kỹ thuật,",2000
4870,000015105,"Kỹ thuật mạch điện tử /  Phạm Minh Hà","Phạm, Minh Hà","Khoa học và kỹ thuật,",2007
4871,000007934,"Xử lý tín hiệu và lọc số.  Nguyễn Quốc Trung","Nguyễn, Quốc Trung","Khoa học và kỹ thuật,",2006
4872,000015137,"Mạng truyền thông công nghiệp /  Hoàng Minh Sơn","Hoàng, Minh Sơn","Khoa học và kỹ thuật,",2009
4873,000015578,"Mạch điện tử /  Son Hong Doo ... [và những người khác]",,"Lao động - Xã hội,",2001
4874,000014480,"Vẽ kỹ thuật /  Trần Hữu Quế, Nguyễn Văn Tuấn","Trần, Hữu Quế","Khoa học và kỹ thuật,",2005
4875,000015135,"Lưới điện và hệ thống điện.  Trần Bách","Trần, Bách","Khoa học và kỹ thuật,",2008
4876,000014795,"Cẩm nang xử lý sự cố điện - Điện tử /  Trần Thế San, Nguyễn Trọng Thắng","Trần, Thế San","Đà Nẵng,",2001
4877,000015561,"Cẩm nang tra cứu IC TV màu và Monitor : Điện tử ứng dụng. Đỗ Thanh Hải, Trần Quốc Tuấn, Trương Trọng Tuấn","Đỗ, Thanh Hải","Nxb. Tp. Hồ Chí Minh,",2002
4878,000015606,"Lý thuyết điều khiển tự động thông thường và hiện đại.  Nguyễn Thương Ngô","Nguyễn, Thương Ngô","Khoa học và kỹ thuật,",2009
4879,000017632,"Kỹ thuật đo.  Ninh Đức Tốn, Nguyễn Trọng Hùng","Ninh, Đức Tốn","Giáo dục,",2007
4880,000014812,"Lý thuyết biến dạng dẻo /  Hà Minh Hùng, Đinh Bá Trụ","Hà, Minh Hùng","Khoa học và kỹ thuật,",2005
4881,000014807,"Cơ học.  Đỗ Sanh, Nguyễn Văn Đình, Nguyễn Văn Khang","Đỗ, Sanh","Giáo dục,",2000
4883,000015630,"Các mạch điện chọn lọc /  Nguyễn Đức Ánh","Nguyễn, Đức Ánh","Nxb. Trẻ,",2002
4885,000015654,"Bơm, quạt, máy nén /  Nguyễn Văn May, Nguyễn Như Thung","Nguyễn, Văn May","Khoa học và kỹ thuật,",2001
4886,000017665,"Kỹ thuật điện /  Đặng Văn Đào, Lê Văn Doanh","Đặng, Văn Đào","Khoa học và kỹ thuật,",2010
4887,000015219,"Sổ tay tra cứu và thay thế linh kiện bán dẫn : Up to date world's transistors diodes thyristor &amp; ic's comparison tables 1n ....60,000 .... Tech/ECa Asia-pacific PTE ... LTD",,"Nxb. Trẻ,",1999
4889,000017718,"Công nghệ CAD/CAM /  Đoàn Thị Minh Trinh","Đoàn, Thị Minh Trinh","Khoa học và kỹ thuật,",1998
4893,000015232,"Thực hành điện và điện tử : Thực hành điện và điện tử / Trần Thế San, Nguyễn Đức Phấn","Trần, Thế San","Đà Nẵng,",2001
4896,000017726,"Sổ tay công nghệ chế tạo máy.  Nguyễn Đắc Lộc ... [và những người khác]",,"Khoa học và kỹ thuật,",2006
4897,000017725,"Sổ tay công nghệ chế tạo máy.  Nguyễn Đắc Lộc ... [và những người khác]",,"Khoa học và kỹ thuật,",2006
4898,000015250,"Nguyên lý máy.  Đinh Gia Tường, Tạ Khánh Lâm","Đinh, Gia Tường","Giáo dục,",2007
